id,issueId,commentId,commentAuthor,commentTime,commentHTML,commentText,issue
            &lt;fileset dir=&quot;${basedir}/lib&quot; /&gt;
        &lt;/copy&gt;
    &lt;/target&gt;
   
	&lt;path id=&quot;build.classpath&quot;&gt;
		&lt;fileset dir=&quot;${jar.lib.dir}&quot; includes=&quot;*.jar&quot; /&gt;
	&lt;/path&gt;
	
    &lt;target name=&quot;compile&quot;&gt;
        &lt;javac srcdir=&quot;${source.dir}&quot; destdir=&quot;${classes.dir}&quot; classpathref=&quot;build.classpath&quot; /&gt;
    &lt;/target&gt;
	
    &lt;manifestclasspath property=&quot;jar.classpath&quot; jarfile=&quot;${jar.dir}/classpathjar.jar&quot;&gt;
        &lt;classpath refid=&quot;build.classpath&quot; /&gt;
    &lt;/manifestclasspath&gt;
		
    &lt;target name=&quot;jar&quot; depends=&quot;compile&quot;&gt;
        &lt;copy todir=&quot;${classes.dir}&quot;&gt; &lt;!-- Copy Hibernate, log4J config files etc. --&gt;
            &lt;fileset dir=&quot;${source.dir}&quot; exclude=&quot;**/*.java&quot; /&gt;
        &lt;/copy&gt;
        &lt;jar destfile=&quot;${jar.dir}/${ant.project.name}.jar&quot; basedir=&quot;${classes.dir}&quot; index=&quot;no&quot;&gt;
            &lt;manifest&gt;
                &lt;attribute name=&quot;Main-Class&quot; value=&quot;${main.class}&quot; /&gt;
                &lt;attribute name=&quot;Created-By&quot; value=&quot;DG&quot; /&gt;
                &lt;attribute name=&quot;Class-Path&quot; value=&quot;${jar-classpath}&quot; /&gt;
            &lt;/manifest&gt;
        &lt;/jar&gt;
    &lt;/target&gt;
    
    &lt;target name=&quot;install&quot;&gt;
        &lt;copy file=&quot;${jar.dir}/${ant.project.name}.jar&quot; todir=&quot;${dist.dir}&quot; /&gt;
    &lt;/target&gt;

    &lt;target name=&quot;all&quot; depends=&quot;copylib, jar, install&quot; /&gt;
        
&lt;/project&gt;","<project name=""SomeApplication"" default=""all"">

    <!-- PROJECT BASE / MAIN CLASS -->
    <property name=""basedir"" value=""."" />
    <property name=""main.class"" value=""com.anyapps.start.${ant.project.name}"" />
	
    <!-- BUILD DIRECTORIES -->
    <property name=""source.dir"" value=""${basedir}/src"" />
    <property name=""build.dir"" value=""${basedir}/build"" />
    <property name=""classes.dir"" value=""${build.dir}/classes"" />
    <property name=""jar.dir"" value=""${build.dir}/jar"" />
    <property name=""jar.lib.dir"" value=""${jar.dir}/lib"" />
	
    <!-- DIST DIRECTORIES (see install target) -->
    <property name=""dist.dir"" value=""${basedir}/dist"" />
    <property name=""lib.dir"" value=""${dist.dir}/lib"" />
	
    <target name=""clean"">
        <delete dir=""${build.dir}"" />
        <mkdir dir=""${build.dir"" />
        <mkdir dir=""${classes.dir}"" />
    </target>
	
    <target name=""copylib"" depends=""clean"">
        <delete dir=""${dist.dir}"" />
        <mkdir dir=""${dist.dir}"" />
        <mkdir dir=""${jar.dir}"" />
        <mkdir dir=""${jar.lib.dir}"" />
        <copy todir=""${jar.lib.dir}"" overwrite=""true""> <!-- Copy Spring/Hibernate/JDBC libraries etc. -->
            <fileset dir=""${basedir}/lib"" />
        </copy>
        <mkdir dir=""${lib.dir}"" />
        <copy todir=""${lib.dir}"" overwrite=""true"">
            <fileset dir=""${basedir}/lib"" />
        </copy>
    </target>
   
	<path id=""build.classpath"">
		<fileset dir=""${jar.lib.dir}"" includes=""*.jar"" />
	</path>
	
    <target name=""compile"">
        <javac srcdir=""${source.dir}"" destdir=""${classes.dir}"" classpathref=""build.classpath"" />
    </target>
	
    <manifestclasspath property=""jar.classpath"" jarfile=""${jar.dir}/classpathjar.jar"">
        <classpath refid=""build.classpath"" />
    </manifestclasspath>
		
    <target name=""jar"" depends=""compile"">
        <copy todir=""${classes.dir}""> <!-- Copy Hibernate, log4J config files etc. -->
            <fileset dir=""${source.dir}"" exclude=""**/*.java"" />
        </copy>
        <jar destfile=""${jar.dir}/${ant.project.name}.jar"" basedir=""${classes.dir}"" index=""no"">
            <manifest>
                <attribute name=""Main-Class"" value=""${main.class}"" />
                <attribute name=""Created-By"" value=""DG"" />
                <attribute name=""Class-Path"" value=""${jar-classpath}"" />
            </manifest>
        </jar>
    </target>
    
    <target name=""install"">
        <copy file=""${jar.dir}/${ant.project.name}.jar"" todir=""${dist.dir}"" />
    </target>

    <target name=""all"" depends=""copylib, jar, install"" />
        
</project>",109
308,44915,"Comment 3",David,"2008-05-01 10:21:52","Incidentally if I specified index=&quot;true&quot; when building the jar the classpath in the classpath specified in teh manifest is NOT searched.

I think this could trip a lot of people up.  Recommend a warning in the build output that manifestclasspath and index=&quot;true&quot; cancel each other out.","Incidentally if I specified index=""true"" when building the jar the classpath in the classpath specified in teh manifest is NOT searched.

I think this could trip a lot of people up.  Recommend a warning in the build output that manifestclasspath and index=""true"" cancel each other out.",109
309,44915,"Comment 4","dev77","2008-05-01 10:25:22","Thanks,
the build file contains a &lt;manifestclasspath&gt; task
outside a &lt;target&gt;, this means that it gets
run before any target.

The manifestclasspath task will fail if
there is no directory for the task.

move the manifestclasspath task to
the line before the &lt;jar&gt;, or any
time after the classpath dir is made
(for example after the &lt;mkdir&gt; task
in the &quot;copylib&quot;.

I notice that the &quot;compile&quot; target
does not depend on the &quot;copylib&quot; target.
It is good practice to declare all the target
dependencies.
Peter","Thanks,
the build file contains a <manifestclasspath> task
outside a <target>, this means that it gets
run before any target.

The manifestclasspath task will fail if
there is no directory for the task.

move the manifestclasspath task to
the line before the <jar>, or any
time after the classpath dir is made
(for example after the <mkdir> task
in the ""copylib"".

I notice that the ""compile"" target
does not depend on the ""copylib"" target.
It is good practice to declare all the target
dependencies.
Peter",109
310,44915,"Comment 5","dev1","2008-09-26 05:04:52","does it fail if manifestclasspath is inside a target?","does it fail if manifestclasspath is inside a target?",109
311,44915,"Comment 6","dev1","2008-11-17 09:12:17","please reopen when more information is available","please reopen when more information is available",109
312,44267,Description,"Shivanand S Yadrami","2008-01-18 05:42:44","I have upgraded my JDK 5.0 Update 10 to JDK 5.0 Update 14. After updating, I am
unable to run the ant tool from cygwin. 

The same thing is working when I run the ant from CMD. 

Below is the error message what I am getting: 

Error: JAVA_HOME is not defined correctly.
  We cannot execute /cygdrive/c/Java/jdk14/bin/java

I have set the JAVA_HOME properly and interesting thing is; I am able to run all
the java commands from the cygwin. 

It is clearly seen from ant.sh that you are setting JAVACMD like this:
JAVACMD=&quot;$JAVA_HOME/bin/java&quot;, which is correct. 

However when I try to execute the below command, I am getting the proper message. 
$ $JAVA_HOME/bin/java.exe
Usage: java [-options] class [args...]
           (to execute a class)
   or  java [-options] -jar jarfile [args...]
           (to execute a jar file)

where options include:
    -client       to select the &quot;client&quot; VM
    -server       to select the &quot;server&quot; VM
    -hotspot      is a synonym for the &quot;client&quot; VM  [deprecated]
                  The default VM is client.

    -cp &lt;class search path of directories and zip/jar files&gt;
    -classpath &lt;class search path of directories and zip/jar files&gt;
                  A ; separated list of directories, JAR archives,
                  and ZIP archives to search for class files.
    -D&lt;name&gt;=&lt;value&gt;
                  set a system property
    -verbose[:class|gc|jni]
                  enable verbose output
    -version      print product version and exit
    -version:&lt;value&gt;
                  require the specified version to run
    -showversion  print product version and continue
    -jre-restrict-search | -jre-no-restrict-search
                  include/exclude user private JREs in the version search
    -? -help      print this help message
    -X            print help on non-standard options
    -ea[:&lt;packagename&gt;...|:&lt;classname&gt;]
    -enableassertions[:&lt;packagename&gt;...|:&lt;classname&gt;]
                  enable assertions
    -da[:&lt;packagename&gt;...|:&lt;classname&gt;]
    -disableassertions[:&lt;packagename&gt;...|:&lt;classname&gt;]
                  disable assertions
    -esa | -enablesystemassertions
                  enable system assertions
    -dsa | -disablesystemassertions
                  disable system assertions
    -agentlib:&lt;libname&gt;[=&lt;options&gt;]
                  load native agent library &lt;libname&gt;, e.g. -agentlib:hprof
                    see also, -agentlib:jdwp=help and -agentlib:hprof=help
    -agentpath:&lt;pathname&gt;[=&lt;options&gt;]
                  load native agent library by full pathname
    -javaagent:&lt;jarpath&gt;[=&lt;options&gt;]
                  load Java programming language agent, see java.lang.instrument

From my basic tests, it seems JAVA_HOME &amp; cygwin setting are proper.

Please look at this issue &amp; correct if any thing wrong with my end. 

Please suggest me if you have any work around for this.","I have upgraded my JDK 5.0 Update 10 to JDK 5.0 Update 14. After updating, I am
unable to run the ant tool from cygwin. 

The same thing is working when I run the ant from CMD. 

Below is the error message what I am getting: 

Error: JAVA_HOME is not defined correctly.
  We cannot execute /cygdrive/c/Java/jdk14/bin/java

I have set the JAVA_HOME properly and interesting thing is; I am able to run all
the java commands from the cygwin. 

It is clearly seen from ant.sh that you are setting JAVACMD like this:
JAVACMD=""$JAVA_HOME/bin/java"", which is correct. 

However when I try to execute the below command, I am getting the proper message. 
$ $JAVA_HOME/bin/java.exe
Usage: java [-options] class [args...]
           (to execute a class)
   or  java [-options] -jar jarfile [args...]
           (to execute a jar file)

where options include:
    -client       to select the ""client"" VM
    -server       to select the ""server"" VM
    -hotspot      is a synonym for the ""client"" VM  [deprecated]
                  The default VM is client.

    -cp <class search path of directories and zip/jar files>
    -classpath <class search path of directories and zip/jar files>
                  A ; separated list of directories, JAR archives,
                  and ZIP archives to search for class files.
    -D<name>=<value>
                  set a system property
    -verbose[:class|gc|jni]
                  enable verbose output
    -version      print product version and exit
    -version:<value>
                  require the specified version to run
    -showversion  print product version and continue
    -jre-restrict-search | -jre-no-restrict-search
                  include/exclude user private JREs in the version search
    -? -help      print this help message
    -X            print help on non-standard options
    -ea[:<packagename>...|:<classname>]
    -enableassertions[:<packagename>...|:<classname>]
                  enable assertions
    -da[:<packagename>...|:<classname>]
    -disableassertions[:<packagename>...|:<classname>]
                  disable assertions
    -esa | -enablesystemassertions
                  enable system assertions
    -dsa | -disablesystemassertions
                  disable system assertions
    -agentlib:<libname>[=<options>]
                  load native agent library <libname>, e.g. -agentlib:hprof
                    see also, -agentlib:jdwp=help and -agentlib:hprof=help
    -agentpath:<pathname>[=<options>]
                  load native agent library by full pathname
    -javaagent:<jarpath>[=<options>]
                  load Java programming language agent, see java.lang.instrument

From my basic tests, it seems JAVA_HOME & cygwin setting are proper.

Please look at this issue & correct if any thing wrong with my end. 

Please suggest me if you have any work around for this.",110
313,44267,"Comment 1","dev77","2008-01-18 07:50:52","Ant does not know that you are using cygwin,
the directory \cygwin\c does not exist:
from a command line (cmd):
&quot;&quot;&quot;
Microsoft Windows XP [Version 5.1.2600]
(C) Copyright 1985-2001 Microsoft Corp.

C:\Documents and Settings\reilly&gt;dir \cygwin\c
The system cannot find the file specified.

C:\Documents and Settings\reilly&gt;
&quot;&quot;&quot;","Ant does not know that you are using cygwin,
the directory \cygwin\c does not exist:
from a command line (cmd):
""""""
Microsoft Windows XP [Version 5.1.2600]
(C) Copyright 1985-2001 Microsoft Corp.

C:\Documents and Settings\reilly>dir \cygwin\c
The system cannot find the file specified.

C:\Documents and Settings\reilly>
""""""",110
314,44267,"Comment 2","Shivanand S Yadrami","2008-01-18 08:16:59","I am able to execute $JAVACMD succssfully from cygwin. But the ant.sh is saying
we can execute $JAVACMD.

May I know what this below code does?
if [ ! -x &quot;$JAVACMD&quot; ] ; then
  echo &quot;Error: JAVA_HOME is not defined correctly.&quot;
  echo &quot;  We cannot execute $JAVACMD&quot;
  exit 1
fi

If I put $JAVACMD just above this code, it is executing the $JAVACMD.

This is happening only when I upgrde the JDK from Update 10 to 14 or 13.","I am able to execute $JAVACMD succssfully from cygwin. But the ant.sh is saying
we can execute $JAVACMD.

May I know what this below code does?
if [ ! -x ""$JAVACMD"" ] ; then
  echo ""Error: JAVA_HOME is not defined correctly.""
  echo ""  We cannot execute $JAVACMD""
  exit 1
fi

If I put $JAVACMD just above this code, it is executing the $JAVACMD.

This is happening only when I upgrde the JDK from Update 10 to 14 or 13.",110
315,44267,"Comment 3","dev1","2008-08-25 09:53:44","-x means &quot;check whether the file is executable&quot; and I have no idea how this check is implemented in Cygwin.

I've been running Ant via Cygwin with various different JDKs and never seen this.  Right now it works quite well for Java6 Update 7, for example.

There has been <a class=""bz_bug_link 
          bz_status_RESOLVED  bz_closed"" title=""RESOLVED FIXED - Startup script produces error on Cygwin if JAVA_HOME is undefined"" href=""show_bug.cgi?id=45245"">bug 45245</a> that made sure JAVA_HOME was set to be a Windows path before executing Java, maybe what you see is a side effect of this?  Could you please download <a href=""http://svn.eu.apache.org/viewvc/ant/core/trunk/src/script/ant?view=co"">http://svn.eu.apache.org/viewvc/ant/core/trunk/src/script/ant?view=co</a> and verify that the problem still exists/has been fixed by this?","-x means ""check whether the file is executable"" and I have no idea how this check is implemented in Cygwin.

I've been running Ant via Cygwin with various different JDKs and never seen this.  Right now it works quite well for Java6 Update 7, for example.

There has been bug 45245 that made sure JAVA_HOME was set to be a Windows path before executing Java, maybe what you see is a side effect of this?  Could you please download http://svn.eu.apache.org/viewvc/ant/core/trunk/src/script/ant?view=co and verify that the problem still exists/has been fixed by this?",110
316,36156,Description,Raj,"2005-08-12 07:34:49","Increased heap size in .bash_profile 

export ANT_OPTS=&quot;-Xms2548m -Xmx2548m&quot;

Been a AS/400 guy, into linux/ant build stuff now. Going crazy. The build is 
huge application and has multiple XMLs.

Verbose log

      [jar] adding entry 
com/yantra/ycp/customdb/YFS_Agent_Criteria_TemplateImpl.class
      [jar] adding entry 
com/yantra/ycp/customdb/YFS_Answer_Capacity_ImpactImpl.class
      [jar] adding entry com/yantra/ycp/customdb/YFS_Answer_MasterImpl.class
      [ant] Exiting /app/yandev00/NOMSbuild/deploy/script/yantraBuild.xml.
java.lang.OutOfMemoryError: ZIP004:OutOfMemoryError, MEM_ERROR in inflateInit2
        at java.util.zip.Inflater.init(Native Method)
        at java.util.zip.Inflater.&lt;init&gt;(Inflater.java(Compiled Code))
        at java.util.zip.ZipFile.getInflater(ZipFile.java:284)
        at java.util.zip.ZipFile.getInputStream(ZipFile.java:228)
        at java.util.zip.ZipFile.getInputStream(ZipFile.java:207)
        at java.util.jar.JarFile.getInputStream(JarFile.java:420)
        at sun.misc.URLClassPath$5.getInputStream(URLClassPath.java:678)
        at sun.misc.Resource.getBytes(Resource.java:75)
        at java.net.URLClassLoader.defineClass(URLClassLoader.java:471)
        at java.net.URLClassLoader.access$500(URLClassLoader.java(Inlined 
Compiled Code))
        at java.net.URLClassLoader$ClassFinder.run(URLClassLoader.java
(Compiled Code))
        at java.security.AccessController.doPrivileged1(Native Method)
        at java.security.AccessController.doPrivileged(AccessController.java
(Compiled Code))
        at java.net.URLClassLoader.findClass(URLClassLoader.java(Compiled 
Code))
        at java.lang.ClassLoader.loadClass(ClassLoader.java(Compiled Code))
        at java.lang.ClassLoader.loadClass(ClassLoader.java:494)
        at org.apache.tools.ant.DefaultLogger.formatTime
(DefaultLogger.java:276)
        at org.apache.tools.ant.DefaultLogger.buildFinished
(DefaultLogger.java:156)
        at org.apache.tools.ant.Project.fireBuildFinished(Project.java:1796)
        at org.apache.tools.ant.Main.runBuild(Main.java:693)
        at org.apache.tools.ant.Main.startAnt(Main.java:188)
        at org.apache.tools.ant.launch.Launcher.run(Launcher.java:196)
        at org.apache.tools.ant.launch.Launcher.main(Launcher.java:55)
ZIP004:OutOfMemoryError, MEM_ERROR in inflateInit2","Increased heap size in .bash_profile 

export ANT_OPTS=""-Xms2548m -Xmx2548m""

Been a AS/400 guy, into linux/ant build stuff now. Going crazy. The build is 
huge application and has multiple XMLs.

Verbose log

      [jar] adding entry 
com/yantra/ycp/customdb/YFS_Agent_Criteria_TemplateImpl.class
      [jar] adding entry 
com/yantra/ycp/customdb/YFS_Answer_Capacity_ImpactImpl.class
      [jar] adding entry com/yantra/ycp/customdb/YFS_Answer_MasterImpl.class
      [ant] Exiting /app/yandev00/NOMSbuild/deploy/script/yantraBuild.xml.
java.lang.OutOfMemoryError: ZIP004:OutOfMemoryError, MEM_ERROR in inflateInit2
        at java.util.zip.Inflater.init(Native Method)
        at java.util.zip.Inflater.<init>(Inflater.java(Compiled Code))
        at java.util.zip.ZipFile.getInflater(ZipFile.java:284)
        at java.util.zip.ZipFile.getInputStream(ZipFile.java:228)
        at java.util.zip.ZipFile.getInputStream(ZipFile.java:207)
        at java.util.jar.JarFile.getInputStream(JarFile.java:420)
        at sun.misc.URLClassPath$5.getInputStream(URLClassPath.java:678)
        at sun.misc.Resource.getBytes(Resource.java:75)
        at java.net.URLClassLoader.defineClass(URLClassLoader.java:471)
        at java.net.URLClassLoader.access$500(URLClassLoader.java(Inlined 
Compiled Code))
        at java.net.URLClassLoader$ClassFinder.run(URLClassLoader.java
(Compiled Code))
        at java.security.AccessController.doPrivileged1(Native Method)
        at java.security.AccessController.doPrivileged(AccessController.java
(Compiled Code))
        at java.net.URLClassLoader.findClass(URLClassLoader.java(Compiled 
Code))
        at java.lang.ClassLoader.loadClass(ClassLoader.java(Compiled Code))
        at java.lang.ClassLoader.loadClass(ClassLoader.java:494)
        at org.apache.tools.ant.DefaultLogger.formatTime
(DefaultLogger.java:276)
        at org.apache.tools.ant.DefaultLogger.buildFinished
(DefaultLogger.java:156)
        at org.apache.tools.ant.Project.fireBuildFinished(Project.java:1796)
        at org.apache.tools.ant.Main.runBuild(Main.java:693)
        at org.apache.tools.ant.Main.startAnt(Main.java:188)
        at org.apache.tools.ant.launch.Launcher.run(Launcher.java:196)
        at org.apache.tools.ant.launch.Launcher.main(Launcher.java:55)
ZIP004:OutOfMemoryError, MEM_ERROR in inflateInit2",111
317,36156,"Comment 1","Alexey Solofnenko","2005-08-12 08:20:55","Do you use XML logger?","Do you use XML logger?",111
318,36156,"Comment 2",Raj,"2005-08-12 08:26:35","(In reply to <a href=""show_bug.cgi?id=36156#c1"">comment #1</a>)
<span class=""quote"">&gt; Do you use XML logger?</span>

No, I am not familiar with XML logger. Is it something I can download into a 
user directory in Linux and use for debugging purpose?
Thanks for replying.","(In reply to comment #1)
> Do you use XML logger?

No, I am not familiar with XML logger. Is it something I can download into a 
user directory in Linux and use for debugging purpose?
Thanks for replying.",111
319,36156,"Comment 3","Alexey Solofnenko","2005-08-12 08:37:36","ANT can output its result in XML format. Can you isolate the target(s) that
require a lot of memory? The target that finally crashes is not always the
reason for the crash. Do you use scripts and/or third party tasks?

What ANT version are you using on Linux?","ANT can output its result in XML format. Can you isolate the target(s) that
require a lot of memory? The target that finally crashes is not always the
reason for the crash. Do you use scripts and/or third party tasks?

What ANT version are you using on Linux?",111
320,36156,"Comment 4",Raj,"2005-08-12 08:47:00","(In reply to <a href=""show_bug.cgi?id=36156#c3"">comment #3</a>)
<span class=""quote"">&gt; ANT can output its result in XML format. Can you isolate the target(s) that
&gt; require a lot of memory? The target that finally crashes is not always the
&gt; reason for the crash. Do you use scripts and/or third party tasks?
&gt; What ANT version are you using on Linux?</span>

I am using apache-ant-1.6.2 Most of the Ant script was written by me using a 
different project ANT script as template. 

Here is what happend in the last few minutes:
Changed .bash_profile to export ANT_OPTS=&quot;-Xmx1536m -Xms256m&quot; based on input 
from ASF Bugzilla <a class=""bz_bug_link 
          bz_status_RESOLVED  bz_closed"" title=""RESOLVED INVALID - java.lang.OutOfMemoryError"" href=""show_bug.cgi?id=28261"">Bug 28261</a>. It helped to get over the OutOfMemoryError and 
ended in SCP error &quot;pipe closed&quot;. I have listed the output below, ,but I am 
still worried about the OutOfMemoryError. I am suspicious that it will come 
again.

Thanks

   [untar] expanding yantraClusterDeploy.jacl 
to /app/yandev00/NOMSbuild/artifacts/temp/yantraClusterDeploy.jacl
    [untar] expand complete
      [scp] Connecting to fralnxnmsapp4:22
      [scp] Sending: yantraDeploy.jacl : 9332
      [scp] File transfer time: 0.07 Average Rate: 137,235.29 B/s
      [scp] done.
      [scp] Connecting to fralnxnmsapp4:22
      [scp] Sending: yantra.ear : 144780871
      [scp] File transfer time: 187.65 Average Rate: 771,535.07 B/s
      [scp] done.
      [scp] Connecting to fralnxnmsapp4:22
      [scp] Sending: yantraFiles.tar : 1285427200
      [scp] KEXINIT
      [scp] File transfer time: 1,182.28 Average Rate: 906,975.61 B/s
      [ant] Exiting /app/yandev00/NOMSbuild/deploy/script/yantraBuild.xml.

BUILD FAILED
/app/yandev00/NOMSbuild/build1.xml:145: The following error occurred while 
executing this line:
/app/yandev00/NOMSbuild/deploy/script/yantraBuild.xml:474: 
java.io.IOException: Pipe closed
        at org.apache.tools.ant.ProjectHelper.addLocationToBuildException
(ProjectHelper.java:539)
        at org.apache.tools.ant.taskdefs.Ant.execute(Ant.java:388)
        at org.apache.tools.ant.UnknownElement.execute(UnknownElement.java:275)
        at org.apache.tools.ant.Task.perform(Task.java:364)
        at org.apache.tools.ant.Target.execute(Target.java:341)
        at org.apache.tools.ant.Target.performTasks(Target.java:369)
        at org.apache.tools.ant.Project.executeTarget(Project.java:1214)
        at org.apache.tools.ant.Project.executeTargets(Project.java:1062)
        at org.apache.tools.ant.Main.runBuild(Main.java:673)
        at org.apache.tools.ant.Main.startAnt(Main.java:188)
        at org.apache.tools.ant.launch.Launcher.run(Launcher.java:196)
        at org.apache.tools.ant.launch.Launcher.main(Launcher.java:55)
Caused by: /app/yandev00/NOMSbuild/deploy/script/yantraBuild.xml:474: 
java.io.IOException: Pipe closed
        at org.apache.tools.ant.taskdefs.optional.ssh.Scp.execute(Scp.java:187)
        at org.apache.tools.ant.UnknownElement.execute(UnknownElement.java:275)
        at org.apache.tools.ant.Task.perform(Task.java:364)","(In reply to comment #3)
> ANT can output its result in XML format. Can you isolate the target(s) that
> require a lot of memory? The target that finally crashes is not always the
> reason for the crash. Do you use scripts and/or third party tasks?
> What ANT version are you using on Linux?

I am using apache-ant-1.6.2 Most of the Ant script was written by me using a 
different project ANT script as template. 

Here is what happend in the last few minutes:
Changed .bash_profile to export ANT_OPTS=""-Xmx1536m -Xms256m"" based on input 
from ASF Bugzilla Bug 28261. It helped to get over the OutOfMemoryError and 
ended in SCP error ""pipe closed"". I have listed the output below, ,but I am 
still worried about the OutOfMemoryError. I am suspicious that it will come 
again.

Thanks

   [untar] expanding yantraClusterDeploy.jacl 
to /app/yandev00/NOMSbuild/artifacts/temp/yantraClusterDeploy.jacl
    [untar] expand complete
      [scp] Connecting to fralnxnmsapp4:22
      [scp] Sending: yantraDeploy.jacl : 9332
      [scp] File transfer time: 0.07 Average Rate: 137,235.29 B/s
      [scp] done.
      [scp] Connecting to fralnxnmsapp4:22
      [scp] Sending: yantra.ear : 144780871
      [scp] File transfer time: 187.65 Average Rate: 771,535.07 B/s
      [scp] done.
      [scp] Connecting to fralnxnmsapp4:22
      [scp] Sending: yantraFiles.tar : 1285427200
      [scp] KEXINIT
      [scp] File transfer time: 1,182.28 Average Rate: 906,975.61 B/s
      [ant] Exiting /app/yandev00/NOMSbuild/deploy/script/yantraBuild.xml.

BUILD FAILED
/app/yandev00/NOMSbuild/build1.xml:145: The following error occurred while 
executing this line:
/app/yandev00/NOMSbuild/deploy/script/yantraBuild.xml:474: 
java.io.IOException: Pipe closed
        at org.apache.tools.ant.ProjectHelper.addLocationToBuildException
(ProjectHelper.java:539)
        at org.apache.tools.ant.taskdefs.Ant.execute(Ant.java:388)
        at org.apache.tools.ant.UnknownElement.execute(UnknownElement.java:275)
        at org.apache.tools.ant.Task.perform(Task.java:364)
        at org.apache.tools.ant.Target.execute(Target.java:341)
        at org.apache.tools.ant.Target.performTasks(Target.java:369)
        at org.apache.tools.ant.Project.executeTarget(Project.java:1214)
        at org.apache.tools.ant.Project.executeTargets(Project.java:1062)
        at org.apache.tools.ant.Main.runBuild(Main.java:673)
        at org.apache.tools.ant.Main.startAnt(Main.java:188)
        at org.apache.tools.ant.launch.Launcher.run(Launcher.java:196)
        at org.apache.tools.ant.launch.Launcher.main(Launcher.java:55)
Caused by: /app/yandev00/NOMSbuild/deploy/script/yantraBuild.xml:474: 
java.io.IOException: Pipe closed
        at org.apache.tools.ant.taskdefs.optional.ssh.Scp.execute(Scp.java:187)
        at org.apache.tools.ant.UnknownElement.execute(UnknownElement.java:275)
        at org.apache.tools.ant.Task.perform(Task.java:364)",111
321,36156,"Comment 5","dev11","2005-08-12 14:14:13","if something is causing you to run out of that much memory, you have a serious
problem.

1. are there any &lt;java&gt; things you run, especially your own/custom apps that run
with fork=false. Fork them into new JVMs

2. are there any custom tasks you use? XDoclet?

3. Java 1.5 has fancy stuff for monitoring the memory consumption of a running
app; the jconsole stuff. If you are running java1.5, look at the jconsole docs
and configure Ant to run in a monitorable state...then look at where memory is
going.","if something is causing you to run out of that much memory, you have a serious
problem.

1. are there any <java> things you run, especially your own/custom apps that run
with fork=false. Fork them into new JVMs

2. are there any custom tasks you use? XDoclet?

3. Java 1.5 has fancy stuff for monitoring the memory consumption of a running
app; the jconsole stuff. If you are running java1.5, look at the jconsole docs
and configure Ant to run in a monitorable state...then look at where memory is
going.",111
322,36156,"Comment 6","dev11","2006-07-04 22:37:44","Raj,

Have you made any progress on finding the cause of this problem? Did you try our
suggestions?","Raj,

Have you made any progress on finding the cause of this problem? Did you try our
suggestions?",111
323,36156,"Comment 7","dev77","2006-09-18 00:27:44","Either a configuration problem, complex script orlarge
code base. Marking as invalid - insufficient info","Either a configuration problem, complex script orlarge
code base. Marking as invalid - insufficient info",111
